text,score
"to complete the deal , he must bring a young american hustler boy ( who is taken to rio not knowing that he'll be killed in a snuff film ) .",1
"as fate would have it , they realize how close they all are from the other side ; of life , of love , and of losing it .",1
"like its parade of predecessors , this halloween is a gory slash-fest . it can't escape its past , and it doesn't want to .",0
but peter is reclusive and awkward when he doesn't have his camera in between himself and his subjects .,1
"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing . almost .",0
offers a fascinating look into the world of upper-echelon comics .,0
candice ( leslie ) is invited spend a weekend with her boyfriend in a deserted victorian mansion .,1
"henry romero discovers , samantha already knows ( firsthand ) of the evils young men do .",1
there is a difference between movies with the courage to go over the top and movies that don't care about being stupid,0
"like brosnan's performance , evelyn comes from the heart .",0
"this is a poster movie , a mediocre tribute to films like them !",0
an incredibly clever and superbly paced caper filled with scams within scams within scams .,0
"but roger's seemingly foolproof world of smooth talk and casual sex begins to unravel when he is paid a surprise visit by his teenager nephew , nick .",1
a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .,0
"[dong] makes a valiant effort to understand everyone's point of view , and he does such a good job of it that family fundamentals gets you riled up .",0
"a dark , dull thriller with a parting shot that misfires .",0
"it's the type of film about growing up that we don't see often enough these days : realistic , urgent , and not sugarcoated in the least .",0
"hoping to win prize money offered by a local band contest , dewey forms a rock band with the kids in the class .",1
"two members of a private organization , cupic ( central unidentified phenomenon investigation committee ) and a local psychiatrist investigate , in an effort to solve this mystery .",1
"but now , hell is coming back as that black haired , winged creature of doom that kyle described is coming back to town .",1
"the stakes are high and the characters have to face their fears , their futures and their fellow grads as the game , and their lives , advance towards the climactic ending .",1
"when a chinese rebel murders chon's estranged father and escapes to england , chon and roy make their way to london with revenge on their minds .",1
"stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection .",0
"maggie's daughter is kidnapped , forcing father and estranged daughter to work together to get her back .",1
rife with nutty cliches and far too much dialogue .,0
"bennie may not be who she seems , and there may be a chink in banks's tough-guy armor .",1
"they think that if they rebuild it to work like it did in their youth , they might be able to communicate with their sister who died mysteriously on that beach 20 years ago .",1
fraud feathers and fairies ( one of the stories from the 'red rock' trilogy of stage plays ) is based on the california gold rush era in the mythical town of red rock .,1
"after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen .",0
the story the movie tells is of brian de palma's addiction to the junk-calorie suspense tropes that have all but ruined his career .,0
